employee_id,avg_performance,avg_satisfaction,avg_productivity,total_promotions,months_observed,promotion_score,full_name,department,job_role,job_level,base_salary_annual
EMP004372,4.433611111111111,8.008333333333333,1.7170555555555556,0,36,85.25,Patricia Zamora,Logistics/Warehousing,Warehouse Worker,Associate,19584.29
EMP000475,4.398888888888889,8.183333333333334,1.699111111111111,1,36,85.23,Krista Martinez,Store Operations,Cashier,Entry,27277.01
EMP000919,4.514722222222222,7.574999999999999,1.757388888888889,0,36,85.2,Courtney Chapman,Store Operations,Senior Sales Associate,Senior_Associate,27872.45
EMP004008,4.406666666666666,8.119444444444445,1.7034444444444443,0,36,85.16,Victoria Benitez,Logistics/Warehousing,Stock Clerk,Entry,15650.73
EMP006618,4.431666666666667,7.9833333333333325,1.715472222222222,0,36,85.14,Brittany Davis,HR,Senior HR Specialist,Senior_Associate,40569.06
EMP001649,4.4286111111111115,7.997222222222222,1.7142222222222223,0,36,85.13,John Bell,Store Operations,Cashier,Entry,29820.28
EMP004249,4.4025,8.116666666666667,1.7010277777777778,0,36,85.09,Barbara Fields,Logistics/Warehousing,Warehouse Worker,Associate,35014.52
EMP001484,4.419722222222223,8.024999999999999,1.7095555555555555,0,36,85.08,Erica Glass,Store Operations,Sales Associate,Associate,16841.46
EMP005732,4.4025,8.11111111111111,1.7012222222222222,0,36,85.07,Lisa Smith,Meat/Fish & Bakery,Food Prep Worker,Entry,25540.65
EMP003186,4.384722222222222,8.2,1.6923055555555555,0,36,85.06,Julie Sharp,Logistics/Warehousing,Stock Clerk,Entry,16413.32
EMP001991,4.377777777777777,8.227777777777778,1.6890555555555555,0,36,85.04,Laura Alvarez,Store Operations,Cashier,Entry,11862.05
EMP004084,4.435555555555556,7.919444444444445,1.71825,0,36,85.02,Joseph Montgomery,Logistics/Warehousing,Stock Clerk,Entry,29470.78
EMP001765,4.403888888888889,8.077777777777778,1.7018611111111113,0,36,84.99,Corey Cortez,Store Operations,Sales Associate,Associate,29800.58
EMP003086,4.435833333333333,7.8805555555555555,1.718111111111111,0,36,84.9,Cynthia Shannon,Logistics/Warehousing,Stock Clerk,Entry,28801.12
EMP004709,4.396944444444444,8.052777777777777,1.6981944444444443,0,36,84.81,Antonio Cole,Fresh Produce,Produce Clerk,Associate,22705.82
EMP000685,4.413055555555555,7.958333333333333,1.7063611111111112,0,36,84.77,Steven Stein,Store Operations,Cashier,Entry,18776.26
EMP002653,4.4075,7.980555555555556,1.7035833333333334,0,36,84.76,John Watts,Store Operations,Cashier,Entry,25698.13
EMP005409,4.419722222222223,7.913888888888888,1.7100555555555554,1,36,84.75,Bradley Phillips,Fresh Produce,Produce Assistant,Entry,15125.98
EMP000052,4.333611111111111,8.322222222222223,1.6666944444444445,0,36,84.64,Cameron Parker,Store Operations,Senior Sales Associate,Senior_Associate,27976.2
EMP000535,4.394722222222223,7.997222222222222,1.69775,0,36,84.62,Jamie Baird,Store Operations,Sales Associate,Associate,37227.85
EMP002571,4.405555555555555,7.938888888888889,1.7025,0,36,84.6,Kelly Pena,Store Operations,Sales Associate,Associate,13144.49
EMP005728,4.398055555555556,7.9750000000000005,1.6991666666666667,0,36,84.6,Heather Barry,Meat/Fish & Bakery,Food Prep Worker,Entry,22976.1
EMP000342,4.394444444444444,7.9944444444444445,1.6968333333333332,0,36,84.59,Laura Mckinney,Store Operations,Senior Sales Associate,Senior_Associate,42102.08
EMP003426,4.368055555555555,8.119444444444445,1.6844722222222221,0,36,84.57,Jonathan Long,Logistics/Warehousing,Stock Clerk,Entry,28195.26
EMP006062,4.378888888888889,8.047222222222222,1.6895,1,36,84.52,Michael Cortez,Meat/Fish & Bakery,Butcher,Associate,31999.6
EMP001334,4.399166666666667,7.919444444444445,1.6996111111111112,0,36,84.45,Jonathan Clark,Store Operations,Cashier,Entry,31963.34
EMP004419,4.384444444444444,7.9944444444444445,1.6927777777777777,0,36,84.45,James Henry,Logistics/Warehousing,Stock Clerk,Entry,10141.49
EMP006517,4.334722222222222,8.25,1.667861111111111,0,36,84.45,Sandra Ingram,Meat/Fish & Bakery,Butcher,Associate,15257.58
EMP007161,4.4383333333333335,7.719444444444444,1.718888888888889,1,36,84.45,Lindsey Chen,IT,IT Associate,Associate,36758.67
EMP006807,4.361666666666667,8.108333333333333,1.680777777777778,0,36,84.43,Tricia Russo,Finance,Finance Assistant,Entry,17636.85
EMP000632,4.364999999999999,8.088888888888889,1.6824166666666667,1,36,84.42,Justin Walker,Store Operations,Cashier,Entry,30952.07
EMP002024,4.423611111111111,7.783333333333333,1.7120555555555557,0,36,84.42,Charles Hernandez,Store Operations,Senior Sales Associate,Senior_Associate,21470.32
EMP002646,4.358055555555556,8.100000000000001,1.6791944444444444,0,36,84.35,Nancy Smith,Store Operations,Senior Sales Associate,Senior_Associate,40400.76
EMP005529,4.368888888888889,8.041666666666666,1.6843333333333335,0,36,84.34,Amy Moore,Fresh Produce,Senior Produce Clerk,Senior_Associate,41525.22
EMP007470,4.358333333333333,8.083333333333334,1.679361111111111,0,36,84.31,Kevin Wilson,Customer Service,Customer Service Assistant,Entry,15204.86
EMP004488,4.397222222222222,7.88611111111111,1.6981111111111111,1,36,84.31,Katherine Miller,Logistics/Warehousing,Warehouse Worker,Associate,32257.98
EMP000521,4.3469444444444445,8.144444444444444,1.6734444444444445,0,36,84.31,Ashley Smith,Store Operations,Cashier,Entry,27941.31
EMP002969,4.2844444444444445,8.461111111111112,1.642111111111111,0,36,84.29,Kurt Daniels,Store Operations,Cashier,Entry,31470.91
EMP002366,4.383333333333334,7.936111111111111,1.6914444444444445,0,36,84.25,Corey Garcia,Store Operations,Senior Sales Associate,Senior_Associate,35656.09
EMP007119,4.3244444444444445,8.233333333333333,1.6625277777777778,1,36,84.23,Tina Wilson,IT,IT Assistant,Entry,28925.73
EMP000637,4.333055555555556,8.18611111111111,1.6665,0,36,84.22,Maria Henry,Store Operations,Sales Associate,Associate,34391.41
EMP005960,4.3438888888888885,8.125,1.672,0,36,84.21,Anna Poole,Meat/Fish & Bakery,Food Prep Worker,Entry,18065.61
EMP001075,4.373333333333333,7.961111111111112,1.6870833333333333,0,36,84.18,Emily Rodgers,Store Operations,Cashier,Entry,31877.22
EMP004609,4.3533333333333335,8.066666666666666,1.6765555555555556,0,36,84.18,Zachary Swanson MD,Fresh Produce,Senior Produce Clerk,Senior_Associate,49344.38
EMP001882,4.315555555555556,8.258333333333333,1.6580277777777779,0,36,84.17,Veronica Berry,Store Operations,Cashier,Entry,18439.94
EMP005738,4.3741666666666665,7.952777777777778,1.6870555555555555,0,36,84.16,Cody Lawson,Meat/Fish & Bakery,Butcher,Associate,31193.22
EMP000496,4.329444444444444,8.172222222222222,1.6646666666666665,0,36,84.12,Cindy Gomez,Store Operations,Shift Supervisor,Supervisor,29016.2
EMP005873,4.372222222222223,7.944444444444445,1.6859444444444445,0,36,84.1,Carla Briggs,Meat/Fish & Bakery,Butcher,Associate,35536.37
EMP004938,4.308888888888889,8.258333333333333,1.6548055555555556,0,36,84.07,Mr. Thomas Jones PhD,Fresh Produce,Produce Clerk,Associate,34827.47
EMP002286,4.368055555555555,7.922222222222222,1.6846388888888888,1,36,83.98,Brian Garcia,Store Operations,Cashier,Entry,24768.14
EMP004480,4.3341666666666665,8.097222222222221,1.6670833333333333,0,36,83.97,Thomas Davis,Logistics/Warehousing,Stock Clerk,Entry,27755.93
EMP005207,4.369722222222222,7.902777777777778,1.6848333333333334,0,36,83.94,Amanda Bishop,Fresh Produce,Produce Clerk,Associate,37622.08
EMP001487,4.324999999999999,8.102777777777778,1.6628055555555554,0,36,83.85,Eric Huerta,Store Operations,Cashier,Entry,15577.04
EMP001074,4.379444444444444,7.822222222222223,1.689861111111111,0,36,83.85,Andrew Roberts,Store Operations,Cashier,Entry,22178.74
EMP002649,4.304444444444445,8.197222222222223,1.6519444444444444,1,36,83.81,Tammy Davis,Store Operations,Cashier,Entry,26327.29
EMP001148,4.318333333333333,8.100000000000001,1.6588055555555554,0,36,83.73,Jasmine Frye,Store Operations,Cashier,Entry,28584.52
EMP002905,4.334444444444444,8.005555555555555,1.6670833333333333,0,36,83.7,Anna Higgins,Store Operations,Cashier,Entry,27225.1
EMP002144,4.350833333333333,7.913888888888888,1.6749999999999998,0,36,83.67,Michael Moore,Store Operations,Cashier,Entry,25143.5
EMP005809,4.3925,7.691666666666666,1.69675,0,36,83.67,Jason Gomez,Meat/Fish & Bakery,Food Prep Worker,Entry,28296.84
EMP004362,4.361666666666667,7.855555555555556,1.6808888888888889,0,36,83.67,Seth Barker,Logistics/Warehousing,Stock Clerk,Entry,16826.16
EMP006775,4.325277777777778,8.041666666666666,1.662388888888889,0,36,83.66,Chris Martin,Finance,Finance Associate,Associate,33157.98
EMP002939,4.307222222222222,8.127777777777778,1.6534444444444445,0,36,83.64,Jamie Mayer,Store Operations,Sales Associate,Associate,39426.66
EMP004116,4.313055555555556,8.069444444444445,1.6565555555555556,0,36,83.56,Ashley Jones,Logistics/Warehousing,Stock Clerk,Entry,25409.59
EMP001379,4.297222222222222,8.144444444444444,1.6486666666666665,0,36,83.54,Theresa Woods,Store Operations,Shift Supervisor,Supervisor,29079.72
EMP005624,4.372777777777777,7.75,1.6864166666666667,1,36,83.53,Michael Summers,Fresh Produce,Produce Assistant,Entry,29600.35
EMP003953,4.3375,7.933333333333334,1.6687777777777777,0,36,83.53,Michelle Howard,Logistics/Warehousing,Warehouse Supervisor,Supervisor,59544.43
EMP004801,4.345833333333333,7.888888888888889,1.672972222222222,1,36,83.53,Jennifer Walker,Fresh Produce,Produce Assistant,Entry,23238.46
EMP001574,4.261111111111111,8.319444444444445,1.6308888888888888,0,36,83.51,Amber Hernandez,Store Operations,Cashier,Entry,30627.97
EMP002871,4.326666666666666,7.955555555555555,1.6633333333333333,1,36,83.43,Mary Jones,Store Operations,Cashier,Entry,30940.94
EMP005242,4.2988888888888885,8.094444444444443,1.6496111111111111,2,36,83.42,Brandon Kirby,Fresh Produce,Produce Clerk,Associate,19829.3
EMP001754,4.322777777777778,7.969444444444444,1.6615,0,36,83.41,Priscilla Floyd,Store Operations,Sales Associate,Associate,18536.65
EMP004573,4.306111111111111,8.033333333333333,1.6528888888888889,0,36,83.34,Amber Zhang,Fresh Produce,Produce Clerk,Associate,30868.8
EMP001421,4.2813888888888885,8.149999999999999,1.6405833333333333,0,36,83.31,Denise Guerra,Store Operations,Senior Sales Associate,Senior_Associate,15896.94
EMP001466,4.281944444444445,8.136111111111111,1.6411944444444444,0,36,83.28,Laura Velez,Store Operations,Cashier,Entry,22482.12
EMP006482,4.315555555555556,7.955555555555555,1.6578888888888887,0,36,83.26,Patrick Rocha,Meat/Fish & Bakery,Food Prep Worker,Entry,26824.93
EMP003558,4.319444444444445,7.936111111111111,1.66,0,36,83.26,Pamela Davis,Logistics/Warehousing,Stock Clerk,Entry,26878.34
EMP000300,4.318888888888889,7.936111111111111,1.6592222222222222,0,36,83.25,Theodore Jones Jr.,Store Operations,Cashier,Entry,22853.47
EMP005393,4.284722222222222,8.105555555555556,1.6424166666666666,0,36,83.23,James Johnson,Fresh Produce,Produce Assistant,Entry,30679.8
EMP002123,4.296388888888888,8.044444444444444,1.6481666666666668,0,36,83.23,Melanie Long,Store Operations,Sales Associate,Associate,23763.31
EMP004830,4.365555555555556,7.683333333333334,1.683138888888889,0,36,83.22,Melissa Mathews,Fresh Produce,Produce Clerk,Associate,34040.14
EMP004752,4.358888888888888,7.722222222222222,1.6790277777777778,0,36,83.22,Joshua Hernandez,Fresh Produce,Produce Assistant,Entry,26441.83
EMP006449,4.283333333333333,8.083333333333334,1.6416111111111111,0,36,83.14,Kathryn Smith,Meat/Fish & Bakery,Food Prep Worker,Entry,13581.61
EMP003010,4.320277777777778,7.8916666666666675,1.6604166666666667,0,36,83.14,Alex Jones DVM,Logistics/Warehousing,Stock Clerk,Entry,13511.01
EMP002019,4.379722222222222,7.583333333333333,1.6898333333333335,0,36,83.14,Shari Ray,Store Operations,Cashier,Entry,22218.23
EMP001924,4.311944444444444,7.933333333333334,1.6556388888888889,1,36,83.13,Samantha Cohen,Store Operations,Sales Associate,Associate,32265.92
EMP001863,4.365833333333333,7.647222222222222,1.6831944444444444,1,36,83.12,Crystal Meza,Store Operations,Senior Sales Associate,Senior_Associate,22596.86
EMP004559,4.276388888888889,8.108333333333333,1.6381666666666668,1,36,83.11,Kimberly Ryan,Fresh Produce,Produce Clerk,Associate,39180.88
EMP007007,4.2683333333333335,8.141666666666667,1.6341388888888888,1,36,83.08,Edward Keller,IT,IT Associate,Associate,34402.65
EMP004653,4.406666666666666,7.419444444444445,1.703111111111111,0,36,83.06,Brian Clark,Fresh Produce,Produce Clerk,Associate,33705.71
EMP006440,4.347222222222222,7.711111111111112,1.6735,0,36,83.01,Michael Rodriguez,Meat/Fish & Bakery,Food Prep Worker,Entry,27295.34
EMP001703,4.319166666666667,7.855555555555556,1.6595555555555555,0,36,83.01,Anthony Mooney,Store Operations,Sales Associate,Associate,31741.79
EMP007053,4.273888888888889,8.077777777777778,1.637138888888889,0,36,82.98,Michael White,IT,IT Associate,Associate,39158.45
EMP002560,4.26,8.147222222222222,1.6297222222222223,1,36,82.97,Alexandria Wise,Store Operations,Cashier,Entry,16203.75
EMP001400,4.276111111111111,8.06111111111111,1.6383055555555555,2,36,82.97,Jessica Rojas,Store Operations,Cashier,Entry,29067.77
EMP006892,4.2716666666666665,8.083333333333334,1.6357777777777778,0,36,82.96,Adam Sanchez,Finance,Finance Assistant,Entry,18604.56
EMP000086,4.29111111111111,7.980555555555556,1.6454444444444443,0,36,82.95,Jose Schultz,Store Operations,Senior Sales Associate,Senior_Associate,39877.75
EMP005381,4.299444444444444,7.930555555555555,1.6494166666666665,0,36,82.93,Joseph Ward,Fresh Produce,Produce Assistant,Entry,24243.83
EMP007068,4.323888888888889,7.797222222222222,1.6616944444444444,0,36,82.91,Alexander Shelton,IT,IT Assistant,Entry,26975.66
EMP002957,4.314166666666667,7.827777777777778,1.6573333333333333,2,36,82.86,Joseph Smith,Store Operations,Cashier,Entry,29289.81
EMP007061,4.299444444444444,7.905555555555556,1.6496111111111111,0,36,82.86,Betty Cole,IT,IT Assistant,Entry,31433.1
EMP007493,4.2825,7.986111111111111,1.6412777777777778,0,36,82.84,Douglas Lopez,Customer Service,Customer Service Associate,Associate,19225.3
EMP002811,4.2811111111111115,7.9944444444444445,1.640388888888889,0,36,82.84,Veronica Osborne,Store Operations,Cashier,Entry,24473.4
EMP000659,4.297777777777778,7.908333333333333,1.648861111111111,1,36,82.84,Joseph Williams,Store Operations,Senior Sales Associate,Senior_Associate,44688.76
EMP004253,4.293055555555556,7.927777777777777,1.6463055555555557,0,36,82.82,Denise Johnson,Logistics/Warehousing,Stock Clerk,Entry,15235.83
EMP001241,4.309166666666666,7.833333333333333,1.6542777777777777,0,36,82.79,Mr. Larry Shaw,Store Operations,Sales Associate,Associate,38423.48
EMP005247,4.245555555555556,8.158333333333333,1.622472222222222,0,36,82.78,Jessica Mckee,Fresh Produce,Produce Assistant,Entry,29978.05
EMP007497,4.28,7.9750000000000005,1.6398333333333333,0,36,82.76,Gloria Dunlap,Customer Service,Customer Service Assistant,Entry,22725.75
EMP000324,4.231111111111111,8.225000000000001,1.6156944444444443,0,36,82.76,Sergio Knight,Store Operations,Cashier,Entry,24799.34
EMP000854,4.286666666666666,7.936111111111111,1.64325,0,36,82.75,Matthew Sweeney,Store Operations,Sales Associate,Associate,38776.65
EMP007182,4.276388888888889,7.9750000000000005,1.6386944444444445,1,36,82.72,Taylor Howard,IT,Senior IT Specialist,Senior_Associate,41143.41
EMP006325,4.227777777777778,8.227777777777778,1.613527777777778,0,36,82.71,Brenda Simpson,Meat/Fish & Bakery,Food Prep Worker,Entry,22814.74
EMP005834,4.2844444444444445,7.930555555555555,1.6424444444444444,0,36,82.7,Virginia Caldwell,Meat/Fish & Bakery,Butcher,Associate,33184.81
EMP000070,4.291944444444444,7.88611111111111,1.646,0,36,82.68,Jeffrey Chandler,Store Operations,Sales Associate,Associate,23905.59
EMP003136,4.276388888888889,7.958333333333333,1.6378055555555555,0,36,82.65,Douglas Watkins,Logistics/Warehousing,Stock Clerk,Entry,28167.84
EMP003101,4.259722222222222,8.041666666666666,1.629861111111111,0,36,82.65,Kyle Gross,Logistics/Warehousing,Stock Clerk,Entry,9170.5
EMP001218,4.2811111111111115,7.927777777777777,1.640638888888889,0,36,82.64,Deborah Mercado,Store Operations,Cashier,Entry,28804.99
EMP000982,4.308055555555556,7.777777777777778,1.6539722222222222,0,36,82.61,Annette Melton,Store Operations,Cashier,Entry,32680.03
EMP004150,4.2725,7.961111111111112,1.6364166666666666,0,36,82.61,Jodi Thomas,Logistics/Warehousing,Stock Clerk,Entry,29798.21
EMP006514,4.305277777777778,7.777777777777778,1.652972222222222,1,36,82.57,Michael Thompson,Meat/Fish & Bakery,Butcher,Associate,22553.39
EMP000232,4.275833333333334,7.925000000000001,1.6379722222222222,0,36,82.55,Tammie Bright,Store Operations,Shift Supervisor,Supervisor,51047.47
EMP005684,4.253333333333334,8.036111111111111,1.6267500000000001,0,36,82.54,Laura Sanders,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,38175.72
EMP006948,4.262777777777778,7.9833333333333325,1.6311944444444444,0,36,82.52,Crystal Rodriguez,Finance,Finance Associate,Associate,30744.05
EMP007444,4.254444444444444,8.024999999999999,1.6275833333333334,2,36,82.52,Joshua Ruiz,Customer Service,Customer Service Associate,Associate,35737.08
EMP002952,4.292222222222223,7.827777777777778,1.645888888888889,0,36,82.51,Michael Jensen,Store Operations,Sales Associate,Associate,36366.51
EMP000871,4.226944444444445,8.161111111111111,1.6136666666666666,0,36,82.5,Russell Murphy,Store Operations,Cashier,Entry,15439.86
EMP000148,4.265555555555555,7.961111111111112,1.633,0,36,82.5,Spencer Haynes,Store Operations,Senior Sales Associate,Senior_Associate,42540.19
EMP002877,4.326944444444445,7.644444444444444,1.6636111111111112,0,36,82.5,Richard Dominguez,Store Operations,Sales Associate,Associate,20382.29
EMP005790,4.262777777777778,7.977777777777778,1.6310833333333334,0,36,82.5,Tyler Dominguez,Meat/Fish & Bakery,Food Prep Worker,Entry,24114.31
EMP003471,4.315833333333334,7.697222222222223,1.657722222222222,0,36,82.48,Virginia Davis,Logistics/Warehousing,Stock Clerk,Entry,22191.45
EMP003265,4.234444444444445,8.113888888888889,1.6174166666666665,0,36,82.48,Melissa Santos,Logistics/Warehousing,Stock Clerk,Entry,29927.58
EMP001957,4.287222222222223,7.827777777777778,1.643527777777778,0,36,82.43,Darren Rodriguez,Store Operations,Cashier,Entry,28425.65
EMP005749,4.320555555555555,7.652777777777778,1.6602222222222223,0,36,82.43,Wayne Robinson,Meat/Fish & Bakery,Food Prep Worker,Entry,19113.6
EMP002335,4.246388888888889,8.036111111111111,1.6231111111111112,0,36,82.43,Austin Green,Store Operations,Sales Associate,Associate,29373.85
EMP000613,4.2313888888888895,8.105555555555556,1.6161388888888888,0,36,82.41,James Webster,Store Operations,Senior Sales Associate,Senior_Associate,44418.51
EMP002864,4.303888888888888,7.730555555555556,1.6520277777777777,0,36,82.4,Amy Bailey,Store Operations,Sales Associate,Associate,34979.47
EMP001225,4.245555555555556,8.033333333333333,1.6224444444444446,0,36,82.4,John Dixon,Store Operations,Cashier,Entry,28817.0
EMP006907,4.225555555555555,8.133333333333333,1.6131111111111112,0,36,82.4,Anthony Lee,Finance,Finance Associate,Associate,30771.75
EMP002861,4.242222222222222,8.036111111111111,1.621361111111111,0,36,82.37,Melissa Goodman,Store Operations,Cashier,Entry,30667.7
EMP001046,4.2716666666666665,7.875,1.63525,1,36,82.33,James Chapman,Store Operations,Sales Associate,Associate,35390.36
EMP005951,4.237777777777778,8.044444444444444,1.6188888888888888,0,36,82.32,Brittany Ortiz,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,37199.12
EMP001093,4.253333333333334,7.961111111111112,1.6269166666666668,0,36,82.31,Joseph Haynes,Store Operations,Cashier,Entry,16846.42
EMP002924,4.2325,8.052777777777777,1.6160555555555556,0,36,82.26,Ryan Crane,Store Operations,Senior Sales Associate,Senior_Associate,37724.21
EMP002346,4.294444444444444,7.7333333333333325,1.6466666666666667,0,36,82.26,Kenneth Johnson,Store Operations,Shift Supervisor,Supervisor,32420.58
EMP001235,4.256388888888889,7.927777777777777,1.6280555555555556,0,36,82.26,Mrs. Michele Boyd,Store Operations,Sales Associate,Associate,35820.0
EMP007196,4.259722222222222,7.911111111111111,1.629527777777778,0,36,82.25,Lori Howard,IT,IT Associate,Associate,34501.12
